WL A,WL B,WL C,WL D
0.2752336703997571,0.1401099140287056,0.11640103298122995,0.12547220183577756
0.9483665249135811,0.9601542106828131,0.7917769220948685,0.7048507071604094
0.622909984405851,0.37892558680794847,0.9648915182042401,0.9735467208523889
0.473354112211382,0.5156555478730185,0.8049525430251379,0.8069885140612489
0.21095370457624085,0.3080820850489336,0.12001138299820013,0.07077088986545005
0.4085842726926785,0.4649820567694397,0.9135278264002409,0.8848997983681222
0.980721006199019,0.9761190668993391,0.8977936942537781,0.8340348333343909
0.3990271319926251,0.31895303861913793,0.33506891285651363,0.5974566370143459
0.5216287652438041,0.604089309989811,0.7925826509308536,0.8111105507664137
0.5676037369703408,0.5929339691850111,0.3563407744222786,0.16186311606360798
0.10043871044763364,0.102553652599802,0.06742904594284482,0.21720667055772258
0.468454454181483,0.5117749054905107,0.6384187314251903,0.705706987454577
0.8265598863072228,0.7395075285570281,0.5080902665213216,0.07313877892524163
0.30376681868801825,0.25822832793936557,0.27041126039694063,0.5650844586862909
0.4806768316484522,0.5867576035556059,0.3328006505325902,0.34759249739065956
0.014396142651094124,0.01318658950280581,0.05228358632302843,0.7433188418663582
0.9545416183827911,0.9366178437968493,0.7750229772937018,0.6097122641153351
0.4527272714476567,0.33117806681498835,0.3061531176499557,0.6974505770747625
0.2800085772469174,0.31004183748412906,0.3487433450354729,0.6630045996937154
0.9311958358448464,0.9468349188503171,0.8204944357567001,0.32544891198118525
0.5584215949347708,0.5909808300025277,0.47463294086628594,0.5942973788383616
0.7936494956666138,0.8509262697009717,0.7024422135727946,0.4719180271561441
0.40967080611153506,0.3305080394769996,0.21741847702651285,0.07854171430553995
0.7207200274860952,0.7411602372713384,0.653974154003663,0.25448857367332695
0.9492568255227525,0.9344932557818447,0.8189447605691385,0.8268967553667608
0.9043379557842854,0.9070675918101604,0.8292583747243043,0.671516677817057
0.29114392047631554,0.3099876391012602,0.3019024482637178,0.5836160680777776
0.33586504563572817,0.3388667574113308,0.21450790579547174,0.004514123737417386
0.8027309679018799,0.8182427196936473,0.6045811156218406,0.14675529938567689
0.9276955316017848,0.9405942107151852,0.8177281848329585,0.5979068313479858
0.704689029691508,0.6820291646801877,0.6189792717632372,0.31695892863068836
0.21380336766014807,0.15941468729366706,0.2762640387227293,0.6753809115542395
0.06977688541519456,0.05790928337955079,0.08404922924819402,0.6171312879390422
0.8426421968906652,0.8376764347834985,0.8668429181270767,0.7367546027880748
0.014431221090489998,0.011352300652528161,0.00580776683636941,0.4498096004930274
0.04483781408634968,0.06180569045202425,0.05295114775071852,0.4003327934500643
0.7252871303644497,0.6143515104600468,0.8788136509538162,0.8685817323888865
0.854922740458278,0.8738740475615552,0.6488171185774263,0.639330123562682
0.7207603570714127,0.8867394223092496,0.6396634791453835,0.24707387031184994
0.9453846748510841,0.9049506960866642,0.7902703281433787,0.8192153778745267
0.1674310048983898,0.2601446069576162,0.14521970998612233,0.08101056350308922
0.876782206207281,0.8316261227843285,0.628089700214332,0.5558106613428063
0.5756393331976142,0.5601430846175879,0.34437654810608365,0.14887278498180964
0.4122008142003324,0.5022203191695762,0.3458391399180982,0.3915339273351078
0.6814878451114055,0.7326228827409547,0.6187283247418236,0.0757411960214758
0.7901760582753923,0.7694051808351471,0.6163019020168576,0.019027282709471405
0.050462519604479894,0.06264320385655027,0.04668458833475597,0.12766335563155484
0.5380795375385787,0.48319160942432865,0.8960707600053865,0.7759079491691907
0.8529802444099914,0.8314541616161922,0.6508139894285705,0.06326957923431986
0.34644845375441946,0.31004565089237546,0.39341013800003566,0.663459477214868
0.6051368911575992,0.49384815670360727,0.9308600547665264,0.9225588430737448
0.6464392550697085,0.8085537439781334,0.6669798939547036,0.4524453382804018
0.15231948407017626,0.17927159003939871,0.09096133752609603,0.0396471315578806
0.7690994282893371,0.75198853167008,0.5156543843040708,0.3076138567338169
0.08778531357529573,0.07843497223464826,0.23969065005076118,0.7763010170926
0.8229197813489009,0.7861797252159883,0.6812373616558034,0.2190077803834018
0.199538904678775,0.20354571668145086,0.06277783671976067,0.033910485102557154
0.025748232408659533,0.03937241364991694,0.020801617560209706,0.47281198877067443
0.7452564629202243,0.6308732297938937,0.4980673448590096,0.09319286964033391
0.6856233678699937,0.6698760162370372,0.7132700348447543,0.7215390977106376
0.5759041077399161,0.5532305999196566,0.3601920670189429,0.45330885329166815
0.7679765682842117,0.7241542728659149,0.6900402936444152,0.6186873920681133
0.9597532855987083,0.9557130704879149,0.9483312192896847,0.952521322971772
0.46572529469267465,0.4822079461757157,0.23652757974923588,0.19521495002118056
0.8272551368281711,0.7539215352579366,0.6417895218182821,0.4242869977422503
0.6751132539648097,0.6239355407521541,0.4827668636862654,0.6283634528303828
